Id,SalePrice
2658,131512.30243525738
2718,197211.07114927398
2414,178224.3539988365
1989,112772.09761275841
625,167840.44270448812
333,96839.5806541605
1327,111572.89734552072
858,158782.68261728866
95,207273.1178300797
1568,143089.67716144508
2482,163558.60963080602
1364,123934.62072871029
2584,156125.62520161454
818,271604.11375609454
2673,150977.030093583
2089,120270.68225482755
1297,126849.15564200777
790,114128.54679347614
2616,175457.01161577392
720,170175.62143164044
222,134757.47548413803
557,116471.58823499015
1148,204154.32851516438
2766,147469.70949490275
534,199091.92453522506
1452,119858.84166699948
630,132807.41250585383
2648,134058.5155421467
125,145425.43120104005
1904,69381.84092582962
1670,107644.30790426888
756,101694.34442479227
717,229629.14562885198
1032,156859.155260673
852,219860.81997501137
1731,182779.63205342597
2639,119848.67886826606
2071,88864.86611133895
1267,113287.1956056436
1851,203057.00517436914
567,164250.81483212984
2439,207581.9305894603
1898,154468.5943651329
647,143212.4840668481
2256,218739.41890999425
979,105062.79986279423
1444,213785.59021551546
2485,119873.32975761205
157,131038.27976429024
88,118795.81701651246
2003,112592.4297586891
186,175542.23149532
1425,261151.60295872408
2695,130157.75835016461
738,111740.50971208699
395,150577.77783599164
1353,154580.07759440478
1878,138244.03537803693
390,147617.7974792046
1456,227263.0354705807
1103,330530.2854503518
1387,115506.35728021475
2070,128651.45481651016
1199,183638.0776138188
2479,172243.86884295143
501,333072.97638668655
2362,97517.11285711451
1718,211239.60228156488
2188,90767.35683037424
1483,157670.96425117328
2557,89250.64381290216
437,374847.0959564071
2224,181807.88606151647
1628,163782.22373732552
397,132334.1465217977
587,196569.66221009125
971,140636.38476212803
2611,151381.66732758132
1887,95341.87093687314
2399,342362.02104560076
2148,215183.8335551646
304,111932.85323250057
1997,127413.61190871338
2817,115247.61396078394
1431,184141.7672770888
427,377143.2088207964
263,122673.5323216107
598,152273.13943279872
2895,226636.9735374031
687,151335.16019267528
1822,127083.62232065391
2191,108282.073231273
179,128285.50461258889
1009,211714.09313368588
2010,116819.38611808616
1991,131720.33722817883
1411,145874.3521455846
1721,258703.31088120266
1144,183663.42594544217
593,214176.42377835116
575,278316.7834372048
1249,168060.45717321368
1604,118784.906349367
1064,536839.1099494762
1923,145814.84701257333
1988,105654.9704538446
2325,165852.30486223384
114,178696.97624133935
2700,183875.26322841298
217,143176.86150809698
343,157175.7138429931
386,250402.4963993967
2005,106941.92528690393
2908,142276.23476553243
1814,208152.59324979762
2446,561903.6782188215
208,140389.33210103307
1679,109070.04557128686
822,311783.2145967599
6,179876.73303583162
1781,398609.1154690819
2397,289973.8326242948
2340,315352.9444054678
1618,161531.098653706
2843,137553.70504467015
1061,386179.1747129267
2786,128321.16263638738
1935,131008.46954641647
1341,114702.0048074647
521,276588.38157092355
2136,128223.67929238829
996,176299.12057308288
227,131881.87220616938
135,150749.7312232076
1167,166282.05979965202
294,227650.04169814856
1776,207568.71382022087
540,183683.744140891
1717,211239.60228156488
2303,122979.26436885583
116,180776.99444161975
127,132961.8880057814
1371,132112.71776995886
1014,162678.7890930217
1507,96305.14866402968
702,138356.96725035756
750,140283.91908914337
261,165352.1512782137
1559,81905.96791890445
577,243495.22269964844
2812,207992.79183671594
2080,152672.2279665087
1368,122292.16952676052
2376,114803.95612732935
659,110137.2492907499
1235,119568.01404665833
332,95335.87500196333
1917,135772.59858047907
2094,239938.3154538009
1460,284289.6057106349
1471,210354.83035476797
1509,121474.07447032316
1922,125720.94557841904
433,556369.5602615637
460,278855.3150764752
1116,259661.96150289947
1137,173840.9644660882
53,187823.53207558132
2354,261297.05997297168
1475,207960.57141949152
1761,818963.9999985364
842,147634.811357902
2739,159768.64687241078
2509,171967.78574059796
1007,207420.56231635888
2610,170879.36565781137
1952,99033.75826798145
2719,184544.181256548
2921,96533.92533953796
1966,136995.50410156112
292,127079.02131701168
1204,186402.64687779648
1829,237816.99429841983
2419,186133.0863824238
391,156000.82925054856
798,114653.00304232663
481,185905.77334247716
193,197164.87971436925
555,116317.14636523525
899,74953.93856135772
2357,172129.3686239032
328,119657.90700529606
1356,119592.91051564101
1154,109436.39765617302
1730,174100.92901757162
2249,142719.6663486976
1119,258345.3012655605
2856,114449.059967004
1394,134670.93106142886
2587,126806.85254158518
61,364601.2416692041
2661,185780.15377216574
2711,117877.80826034793
1147,179952.56235803998
757,138429.56761018143
2623,91282.85647644624
2378,150116.75847742215
1413,124248.0025065546
1722,233838.08164828215
1112,221174.12810939754
1623,179979.03439879883
1201,171352.0577877833
1513,118960.55198537343
957,245972.58632480865
1171,270477.63909024495
1145,194506.97868612857
2726,232263.30973305242
703,139255.5205747813
760,92663.32182444273
1964,140666.1714213961
2512,181659.42263677245
159,141506.88684081583
1281,159998.87783687012
468,173575.1743026577
290,111287.63124218647
665,108909.25195345689
1463,273552.1999658238
1792,234235.7777977188
923,146618.7020191392
500,285292.2091329454
1408,141771.23627938275
331,88235.28674134181
170,119727.36158016752
2192,92092.88594132943
2571,290354.98468449584
2314,159416.977448572
2647,97007.73225474286
422,427614.7181441848
2457,397451.0439120738
1838,215073.01186432535
2805,250168.52421225677
1645,155157.02255836083
1711,326679.5188138849
2825,245848.19992666892
322,368017.7803287677
2103,265533.8078977573
342,114985.70836595785
600,106816.89374672167
488,191410.34665039688
1725,340701.9893744492
2246,247996.1612471871
2847,156951.9349074619
806,239086.58108658966
530,244073.68736834778
963,181303.34471009846
2678,95467.40373050467
171,98657.61309039782
2401,448639.4195491869
805,211815.98976533388
2259,224533.99055355845
1748,171819.10567616404
1361,126955.59886491
1677,120042.49504690815
1406,134847.81092862686
2322,222493.8766295425
688,156763.3097352361
143,136770.4292530523
804,190442.72270879307
1214,154071.73231907983
2828,147280.59655187675
1999,182413.4248903055
2467,201085.55394037042
2665,155990.8406821706
1538,344480.18335683626
398,107108.859194108
2822,127678.87144782855
2157,161503.93032947546
1856,188291.38511484396
1269,100915.95670699918
2570,118591.32703462006
2320,232799.56770296328
1517,115857.73285719744
2304,121182.999819134
1312,106454.44022922865
2012,126760.87011012134
506,228894.215183713
2865,183846.92268003966
2367,108274.61854152492
554,108333.74336636157
238,121290.15121025931
1954,112526.113592813
2488,129543.85873125074
2291,102716.54628066652
1969,102650.37094700654
2725,147382.74643221172
1482,157670.96425117328
2763,199139.8585048041
503,253125.34494822248
1584,243262.8188928129
1531,148239.84368650202
2210,167070.45693669823
459,354707.95851256105
556,118637.92190154213
1347,136087.94702182268
1290,87990.44115107007
1388,105867.49045393361
1571,187839.56286238937
2754,203552.02502963113
765,120697.96946911915
2494,115132.18796035646
2870,195242.6688902853
7,237898.44392876278
1114,232771.66081665966
2418,276375.9643873776
291,119145.35563168692
18,390068.64773449383
39,365490.9795924263
1001,300332.31176555954
2442,239517.7753017737
616,116865.53197917236
2680,77835.0006110618
1414,119726.21783351002
289,130129.99602982792
40,267542.2824615446
860,128700.25114063306
409,129808.03108070318
673,142795.32014357462
2427,187456.22026752957
2036,197149.6599326659
2564,141385.2238663689
642,176823.10333420825
1008,179780.87509263342
1908,142240.65205349674
2519,195021.88982379218
1369,93837.42385739999
2855,160722.84307685995
712,89006.8775203203
1943,103616.77585426538
1958,125083.92266321507
107,159460.68706448362
2295,181321.4227057023
704,105767.87935643386
676,120884.88267677448
259,189702.54518948987
93,295001.6463685818
106,238060.7003093562
2315,177543.62106700434
1050,113779.13146924177
1095,186262.40539942184
2709,121188.19513639304
758,144597.25927106003
1496,144026.03315218198
2370,122708.05380306722
2458,267999.29417437076
2733,127526.91956648916
161,296720.6084170729
726,151432.25232555647
845,219641.78644772028
947,249643.08953758687
2232,107712.0814037599
2563,131398.02239501046
2299,145174.15179174795
211,116403.12608276194
605,165450.1515189455
1478,216035.2560349086
2247,255196.0351031646
2274,186835.94171425526
2869,197763.73837796506
967,236999.28881040163
2656,114446.9333717493
667,214106.11048813123
